price,short_description,image_srouce,general_description,size,material,manufacturer_location,manufacturer_name,manufacturer_address,manufacturer_num_workers,brand
$39.99,Denim blue,https://lp2.hm.com/hmgoepprod?set=quality%5B79%5D%2Csource%5B%2F69%2Fd5%2F69d577a2cbb2cfa6ff2b67e3f26f69af86b3dda1.jpg%5D%2Corigin%5Bdam%5D%2Ccategory%5B%5D%2Ctype%5BLOOKBOOK%5D%2Cres%5Bm%5D%2Chmver%5B1%5D&call=url[file:/product/main],"Oversized shirt in soft, cotton-blend denim. Collar, buttons at front, yoke at back with box pleat, and open chest pocket. Dropped shoulders and wide sleeves with button at cuffs.
FitOversized
CompositionCotton 100%
Art. No.0908679002
True to size Based on 4 REVIEWS
Runs Small
True to Size
Runs Large",FitOversized,CompositionCotton 100%,Bangladesh,CUTTING EDGE INDUSTRIES LTD,"1612, Dakhin Salna, Salna Bazar, Sadar, 1702, Gazipur",3501-4000,H&M
